id	lead1_worker1	full_worker1	lead1_worker2	full_worker2	lead1_worker3	full_worker3	lead1_result	full_result
APW_ENG_20030513.0562	1	1	1	1	1	1	1	1
NYT_ENG_20100421.0104	3	1	3	1	3	1	3	1
APW_ENG_20041223.0005	2	1	2	1	2	1	2	1
APW_ENG_20030530.0581	1	3	1	3	1	3	1	3
NYT_ENG_20030513.0086	2	1	2	1	2	1	2	1
APW_ENG_20030513.0576	2	1	2	1	2	1	2	1
APW_ENG_20030527.0482	2	1	2	1	2	1	2	1
AFP_ENG_20070419.0578	1	1	1	1	1	1	1	1
XIN_ENG_20010613.0284	1	1	1	1	1	1	1	1
AFP_ENG_20070418.0518	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0602	2	1	1	1	1	1	1	1
XIN_ENG_20010623.0127	1	1	1	1	1	1	1	1
XIN_ENG_19980215.0078	1	1	1	1	1	1	1	1
AFP_ENG_19970306.0029	2	1	2	1	2	1	2	1
APW_ENG_19960514.0152	2	1	1	1	2	1	2	1
APW_ENG_20090805.1090	2	1	2	1	2	1	2	1
APW_ENG_20030509.0677	2	1	2	1	2	1	2	1
APW_ENG_20070810.0086	1	1	1	1	1	1	1	1
APW_ENG_20030513.0856	2	2	2	2	2	2	2	2
XIN_ENG_20010622.0115	1	1	1	1	1	1	1	1
CNA_ENG_20090407.0038	2	1	1	1	1	1	1	1
XIN_ENG_20010613.0271	2	1	2	2	2	1	2	1
AFP_ENG_19951128.0427	2	1	1	1	1	1	1	1
XIN_ENG_20010614.0197	1	1	1	1	1	1	1	1
APW_ENG_20050612.0453	1	1	1	1	1	1	1	1
APW_ENG_20041224.0161	2	1	2	1	2	1	2	1
XIN_ENG_20090218.0179	2	1	1	1	1	1	1	1
AFP_ENG_20060628.0145	1	1	1	1	1	1	1	1
AFP_ENG_20070115.0624	1	1	1	1	1	1	1	1
AFP_ENG_19960423.0364	2	1	2	1	1	1	2	1
APW_ENG_20090825.0977	1	1	1	1	1	1	1	1
APW_ENG_20050621.0151	1	3	1	3	1	3	1	3
XIN_ENG_19980207.0143	3	3	1	1	1	1	1	1
APW_ENG_20030530.0102	2	1	2	1	2	1	2	1
APW_ENG_20050614.0138	2	1	2	1	2	1	2	1
AFP_ENG_19970302.0331	1	1	1	1	1	1	1	1
AFP_ENG_19960429.0094	1	1	1	1	1	1	1	1
AFP_ENG_19970302.0376	2	1	1	1	2	1	2	1
AFP_ENG_19960428.0145	3	1	3	1	3	1	3	1
APW_ENG_19970701.0426	2	1	1	1	1	1	1	1
XIN_ENG_20090218.0022	1	1	1	1	1	1	1	1
AFP_ENG_20070412.0424	1	1	1	1	1	1	1	1
XIN_ENG_20051128.0171	1	1	2	1	1	1	1	1
CNA_ENG_20010314.0017	2	1	1	1	1	1	1	1
APW_ENG_19960828.0507	1	1	1	1	2	1	1	1
APW_ENG_19960513.0206	1	1	1	1	1	1	1	1
CNA_ENG_20100717.0003	1	1	1	1	1	1	1	1
XIN_ENG_20071126.0217	1	1	1	1	2	1	1	1
XIN_ENG_20010622.0252	1	1	1	1	1	1	1	1
APW_ENG_20030508.0773	1	1	1	1	1	1	1	1
APW_ENG_19980812.0381	1	1	1	1	1	1	1	1
LTW_ENG_20060522.0048	2	1	2	1	2	1	2	1
APW_ENG_19960516.0178	1	1	1	1	1	1	1	1
APW_ENG_19970704.0466	2	3	2	3	2	3	2	3
AFP_ENG_19960401.0145	1	3	1	3	1	3	1	3
LTW_ENG_20060522.0047	2	1	2	1	2	1	2	1
CNA_ENG_20100725.0022	2	1	2	1	2	1	2	1
XIN_ENG_20010609.0147	1	1	1	1	1	1	1	1
AFP_ENG_20060619.0214	1	1	1	1	2	1	1	1
AFP_ENG_20081112.0785	1	1	1	1	1	1	1	1
NYT_ENG_19980924.0539	2	1	2	1	2	1	2	1
APW_ENG_20050622.1215	2	1	2	2	2	1	2	1
AFP_ENG_20081122.0514	2	1	2	1	2	1	2	1
XIN_ENG_20051116.0089	1	1	1	1	1	1	1	1
XIN_ENG_19980209.0022	1	1	1	1	1	1	1	1
APW_ENG_20050610.0958	1	1	1	1	1	1	1	1
CNA_ENG_20010305.0010	1	1	1	1	1	1	1	1
XIN_ENG_20010622.0278	1	1	1	1	1	1	1	1
CNA_ENG_20100728.0046	1	1	1	1	1	1	1	1
XIN_ENG_20071126.0290	2	1	2	1	2	1	2	1
XIN_ENG_19980204.0078	1	1	1	1	1	1	1	1
AFP_ENG_19960403.0170	1	1	1	1	1	1	1	1
CNA_ENG_20011201.0009	1	1	1	1	1	1	1	1
NYT_ENG_20060107.0169	2	1	2	1	2	1	2	1
APW_ENG_19960513.0737	1	1	2	2	1	1	1	1
APW_ENG_20070822.0380	1	1	2	1	1	1	1	1
LTW_ENG_20060801.0035	2	1	2	1	2	1	2	1
NYT_ENG_20100519.0136	2	1	1	1	2	1	2	1
APW_ENG_20070825.0114	2	1	2	1	2	1	2	1
NYT_ENG_19980923.0512	3	3	3	3	3	3	3	3
XIN_ENG_19970409.0085	1	1	1	1	2	1	1	1
APW_ENG_19970723.0536	1	1	1	1	1	1	1	1
XIN_ENG_20090210.0111	2	1	1	1	1	1	1	1
APW_ENG_20090802.0185	1	3	1	3	1	3	1	3
LTW_ENG_20060519.0185	1	1	1	1	1	1	1	1
XIN_ENG_20010619.0198	1	1	1	1	1	1	1	1
XIN_ENG_20010618.0228	1	1	1	1	1	1	1	1
APW_ENG_19980802.0029	1	1	1	1	1	1	1	1
XIN_ENG_20041115.0231	1	1	1	1	1	1	1	1
XIN_ENG_20010620.0125	1	1	1	1	1	1	1	1
APW_ENG_20030530.0118	2	1	1	1	2	1	2	1
NYT_ENG_20060110.0218	3	3	3	3	3	3	3	3
CNA_ENG_20011210.0008	1	1	1	1	1	1	1	1
AFP_ENG_20060604.0479	1	1	1	1	1	1	1	1
APW_ENG_20050622.1403	1	1	1	1	1	1	1	1
XIN_ENG_19970416.0164	1	1	1	1	1	1	1	1
APW_ENG_20050614.0466	1	1	1	1	1	1	1	1
CNA_ENG_20090417.0009	1	1	1	1	1	1	1	1
XIN_ENG_20010608.0337	2	2	2	2	2	2	2	2
APW_ENG_19960516.0173	2	1	2	1	2	1	2	1
LTW_ENG_20060803.0112	1	1	1	1	1	1	1	1
XIN_ENG_20010614.0098	1	1	1	1	1	1	1	1
AFP_ENG_19951122.0360	1	3	1	3	1	3	1	3
AFP_ENG_19960404.0568	2	1	2	1	1	1	2	1
XIN_ENG_19980209.0106	1	1	1	1	1	1	1	1
AFP_ENG_19960408.0102	1	1	1	1	1	1	1	1
LTW_ENG_20060501.0008	2	1	2	2	2	1	2	1
LTW_ENG_20060803.0114	1	1	1	1	1	1	1	1
LTW_ENG_20080525.0008	2	1	2	1	2	1	2	1
APW_ENG_19960514.0200	1	1	1	1	1	1	1	1
XIN_ENG_20090223.0277	2	1	2	1	2	2	2	1
NYT_ENG_20080828.0126	2	1	2	1	2	1	2	1
AFP_ENG_20081107.0752	1	1	1	1	1	1	1	1
APW_ENG_20050614.0545	1	1	1	1	1	1	1	1
XIN_ENG_20051128.0078	1	1	1	1	1	1	1	1
APW_ENG_20050613.0288	1	1	1	1	1	1	1	1
APW_ENG_19960520.0613	1	1	1	1	1	1	1	1
LTW_ENG_20060801.0044	1	1	1	1	2	1	1	1
AFP_ENG_19960408.0192	1	1	1	1	1	1	1	1
CNA_ENG_20100720.0037	2	1	1	1	1	1	1	1
APW_ENG_20070817.0162	2	3	2	3	2	3	2	3
NYT_ENG_19980922.0356	2	2	2	1	2	1	2	1
NYT_ENG_20100415.0211	2	1	2	1	2	1	2	1
APW_ENG_20050624.0283	2	1	2	1	2	1	2	1
XIN_ENG_19980227.0238	1	1	1	1	1	1	1	1
XIN_ENG_19980210.0113	1	1	1	1	1	1	1	1
APW_ENG_20050616.0850	1	1	1	1	1	1	1	1
APW_ENG_19960822.0801	1	1	1	1	1	1	1	1
XIN_ENG_19980210.0136	1	1	1	1	1	1	1	1
LTW_ENG_20060804.0027	2	1	2	1	2	1	2	1
XIN_ENG_20051102.0285	1	1	1	1	1	1	1	1
APW_ENG_20050613.0383	1	1	1	1	1	1	1	1
NYT_ENG_20060129.0111	1	1	1	1	1	1	1	1
APW_ENG_19960502.0785	1	1	1	1	1	1	1	1
AFP_ENG_20070404.0633	1	1	1	1	1	1	1	1
XIN_ENG_20051120.0160	1	1	1	1	1	1	1	1
APW_ENG_20030525.0315	2	2	2	1	2	1	2	1
AFP_ENG_19951109.0004	1	1	1	1	1	1	1	1
CNA_ENG_20011213.0018	1	1	1	1	1	1	1	1
APW_ENG_19980818.0764	2	1	2	1	2	1	2	1
AFP_ENG_20070117.0309	1	1	1	1	1	1	1	1
APW_ENG_20050623.0027	2	1	2	1	2	1	2	1
XIN_ENG_19970417.0206	1	1	1	1	1	1	1	1
LTW_ENG_20060531.0077	2	1	2	1	2	1	2	1
XIN_ENG_20071127.0046	1	1	1	1	1	1	1	1
APW_ENG_20050603.0788	1	1	1	1	1	1	1	1
AFP_ENG_19951102.0077	1	1	1	1	1	1	1	1
LTW_ENG_20060502.0062	2	1	2	1	2	2	2	1
NYT_ENG_20100506.0018	2	1	2	1	2	1	2	1
AFP_ENG_19970326.0356	2	1	2	1	2	1	2	1
AFP_ENG_19951103.0037	1	1	1	1	1	1	1	1
LTW_ENG_20060515.0043	1	1	1	1	1	1	1	1
APW_ENG_19960520.0875	2	2	2	2	2	2	2	2
AFP_ENG_20060623.0591	3	3	3	3	3	3	3	3
NYT_ENG_20080804.0154	2	1	2	1	2	1	2	1
APW_ENG_20030513.0582	1	1	1	1	1	1	1	1
XIN_ENG_20010614.0217	1	1	1	1	1	1	1	1
XIN_ENG_20010620.0020	1	1	1	1	1	1	1	1
XIN_ENG_20090210.0280	1	1	1	1	1	1	1	1
LTW_ENG_20060621.0158	1	1	1	1	1	1	1	1
APW_ENG_20050618.0365	2	1	2	1	1	1	2	1
XIN_ENG_20010625.0160	1	1	1	1	1	1	1	1
AFP_ENG_20070111.0588	1	1	1	1	1	1	1	1
AFP_ENG_20081119.0329	1	1	1	1	1	1	1	1
AFP_ENG_19960401.0026	1	1	1	1	1	1	1	1
AFP_ENG_20070423.0279	1	1	1	1	1	1	1	1
LTW_ENG_20060804.0116	2	1	2	1	2	1	2	1
AFP_ENG_20081127.0691	2	1	1	1	1	1	1	1
AFP_ENG_19951111.0149	1	1	1	1	1	1	1	1
APW_ENG_19970705.0117	1	1	1	1	1	1	1	1
CNA_ENG_20090429.0032	2	1	2	1	2	1	2	1
XIN_ENG_20041119.0054	1	1	1	1	1	1	1	1
APW_ENG_20030510.0313	1	1	1	1	1	1	1	1
APW_ENG_19960526.0165	1	1	1	1	1	1	1	1
AFP_ENG_20060605.0269	1	1	1	1	1	1	1	1
LTW_ENG_20060502.0122	1	1	1	1	1	1	1	1
APW_ENG_19970722.0358	1	1	1	1	2	1	1	1
APW_ENG_20070820.1128	2	1	2	1	2	1	2	1
CNA_ENG_20100723.0045	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0032	1	1	1	1	1	1	1	1
AFP_ENG_19951106.0415	1	1	1	1	1	1	1	1
AFP_ENG_20060609.0391	2	1	2	1	2	1	2	1
LTW_ENG_20060804.0149	1	1	1	1	1	1	1	1
CNA_ENG_20101221.0038	2	1	2	1	2	1	2	1
XIN_ENG_19970417.0095	2	1	2	1	1	1	2	1
APW_ENG_20050624.0934	1	1	1	1	1	1	1	1
XIN_ENG_20010611.0022	1	1	1	1	1	1	1	1
XIN_ENG_20010628.0215	2	1	2	1	1	1	2	1
APW_ENG_20050624.0145	1	1	1	1	1	1	1	1
AFP_ENG_20081101.0348	1	1	1	1	1	1	1	1
APW_ENG_19970714.0075	1	1	1	1	1	1	1	1
CNA_ENG_20011211.0006	1	1	1	1	1	1	1	1
XIN_ENG_19970426.0089	1	1	1	1	1	1	1	1
AFP_ENG_19960409.0246	1	1	1	1	1	1	1	1
XIN_ENG_19970410.0074	1	1	1	1	1	1	1	1
AFP_ENG_19960403.0119	1	1	1	1	1	1	1	1
LTW_ENG_20060804.0104	2	1	2	1	2	1	2	1
XIN_ENG_20041110.0250	1	1	1	1	1	1	1	1
XIN_ENG_19980211.0324	1	1	1	1	1	1	1	1
AFP_ENG_20070425.0161	2	1	2	1	2	1	2	1
AFP_ENG_19951103.0205	1	1	1	1	1	1	1	1
AFP_ENG_20060607.0298	1	1	1	1	1	1	1	1
NYT_ENG_20100517.0034	1	1	1	1	1	1	1	1
LTW_ENG_20060811.0162	2	1	1	1	1	1	1	1
APW_ENG_19960525.0234	1	1	1	1	1	1	1	1
APW_ENG_20090804.1337	1	1	1	1	1	1	1	1
AFP_ENG_19970317.0685	1	1	1	1	1	1	1	1
XIN_ENG_20041120.0121	1	1	1	1	1	1	1	1
AFP_ENG_19970326.0731	1	1	1	1	1	1	1	1
APW_ENG_20050620.0150	2	1	2	1	2	1	2	1
XIN_ENG_19980224.0292	2	2	2	2	2	2	2	2
AFP_ENG_19960405.0408	1	1	1	1	1	1	1	1
APW_ENG_19960816.0383	1	1	1	1	1	1	1	1
AFP_ENG_20081103.0466	2	1	2	1	2	1	2	1
LTW_ENG_20060510.0127	1	1	1	1	1	1	1	1
AFP_ENG_19960405.0123	1	1	1	1	1	1	1	1
LTW_ENG_20060503.0087	2	1	1	1	2	1	2	1
CNA_ENG_20090408.0042	1	1	1	1	1	1	1	1
XIN_ENG_20010626.0010	2	2	2	2	1	1	2	2
NYT_ENG_20050503.0270	2	1	2	1	2	1	2	1
AFP_ENG_20081103.0548	1	1	1	1	1	1	1	1
LTW_ENG_20060524.0140	2	1	2	1	2	1	2	1
AFP_ENG_20081101.0189	2	1	1	1	2	1	2	1
AFP_ENG_19951104.0288	1	1	1	1	1	1	1	1
AFP_ENG_20060607.0148	3	3	1	1	2	1	0	1
APW_ENG_20070820.0966	1	1	1	1	1	1	1	1
XIN_ENG_20041118.0030	1	3	1	3	1	3	1	3
APW_ENG_19980814.1113	1	1	1	1	1	1	1	1
XIN_ENG_20051127.0223	1	1	1	1	1	1	1	1
APW_ENG_20050619.0249	2	1	1	1	1	1	1	1
XIN_ENG_20071104.0055	1	1	1	1	1	1	1	1
APW_ENG_19960530.0046	1	1	1	1	1	1	1	1
LTW_ENG_20060808.0130	1	1	1	1	1	1	1	1
APW_ENG_20050620.1079	2	1	2	1	1	1	2	1
LTW_ENG_20060512.0052	2	3	2	3	2	3	2	3
XIN_ENG_20010611.0126	1	1	1	1	1	1	1	1
AFP_ENG_20060625.0489	1	1	1	1	1	1	1	1
LTW_ENG_20060520.0045	2	1	2	1	2	1	2	1
AFP_ENG_19951117.0249	1	1	1	1	1	1	1	1
AFP_ENG_19960411.0268	2	2	2	2	1	1	2	2
APW_ENG_20030501.0269	1	3	1	3	1	3	1	3
AFP_ENG_19970302.0211	1	1	1	1	1	1	1	1
AFP_ENG_20070416.0406	1	1	1	1	1	1	1	1
NYT_ENG_19980910.0425	2	1	2	1	2	1	2	1
AFP_ENG_19960424.0294	2	1	2	1	1	1	2	1
XIN_ENG_20090219.0264	2	1	1	1	1	1	1	1
AFP_ENG_19951123.0164	1	1	1	1	1	1	1	1
AFP_ENG_19951104.0230	1	1	1	1	1	1	1	1
LTW_ENG_20060518.0133	2	3	1	3	1	3	1	3
XIN_ENG_20010618.0143	2	2	2	2	2	2	2	2
XIN_ENG_19980212.0241	2	2	2	2	2	1	2	2
APW_ENG_20050604.0642	1	1	1	1	1	1	1	1
AFP_ENG_19951123.0215	2	1	2	1	2	1	2	1
AFP_ENG_19970304.0489	1	1	3	3	1	1	1	1
AFP_ENG_20070117.0225	1	1	1	1	1	1	1	1
AFP_ENG_19960424.0313	1	1	1	1	1	1	1	1
NYT_ENG_20080829.0211	2	2	1	1	2	2	2	2
APW_ENG_20041203.0361	2	1	2	1	2	1	2	1
AFP_ENG_19970324.0010	1	1	1	1	1	1	1	1
CNA_ENG_20010302.0012	1	1	1	1	1	1	1	1
LTW_ENG_20060806.0016	2	1	2	1	2	2	2	1
AFP_ENG_19960417.0628	1	1	1	1	1	1	1	1
APW_ENG_20090809.0390	2	1	2	1	2	1	2	1
APW_ENG_20041223.0304	1	3	1	3	1	3	1	3
APW_ENG_20030511.0122	1	1	1	1	1	1	1	1
XIN_ENG_20041112.0112	1	1	1	1	1	1	1	1
AFP_ENG_20081106.0445	1	1	1	1	1	1	1	1
XIN_ENG_20010624.0036	1	1	1	1	1	1	1	1
AFP_ENG_20070105.0450	1	3	1	3	1	3	1	3
AFP_ENG_19970309.0246	1	1	1	1	1	1	1	1
AFP_ENG_19951101.0206	1	1	1	1	1	1	1	1
XIN_ENG_19970415.0193	1	1	1	1	1	1	1	1
AFP_ENG_19970310.0059	1	1	1	1	1	1	1	1
APW_ENG_20090806.0394	1	1	1	1	1	1	1	1
AFP_ENG_19951129.0273	2	1	2	1	2	1	2	1
APW_ENG_20070802.0788	2	1	2	2	1	1	2	1
APW_ENG_20090805.0523	1	1	1	1	2	1	1	1
APW_ENG_20050621.0724	1	1	1	1	1	1	1	1
NYT_ENG_20100523.0064	2	1	2	1	2	1	2	1
AFP_ENG_20081114.0572	1	1	1	1	1	1	1	1
AFP_ENG_19970305.0243	1	1	1	1	1	1	1	1
AFP_ENG_20070419.0314	1	1	1	1	1	1	1	1
APW_ENG_20050619.0670	2	1	2	1	2	1	2	1
NYT_ENG_20100414.0100	2	1	1	1	2	1	2	1
NYT_ENG_20100421.0031	1	1	1	1	1	1	1	1
XIN_ENG_20010619.0047	1	1	1	1	1	1	1	1
AFP_ENG_20060629.0370	3	3	3	3	3	3	3	3
XIN_ENG_19980221.0091	1	1	1	1	1	1	1	1
APW_ENG_20030531.0017	1	1	1	1	1	1	1	1
XIN_ENG_20010619.0061	1	1	1	1	1	1	1	1
AFP_ENG_19970303.0159	1	1	1	1	1	1	1	1
APW_ENG_20090812.0218	1	1	1	1	1	1	1	1
APW_ENG_20070802.1586	1	1	1	1	1	1	1	1
APW_ENG_20030529.0178	2	2	1	1	1	1	1	1
AFP_ENG_19951103.0172	1	1	1	1	1	1	1	1
APW_ENG_19970711.0216	2	1	2	1	2	1	2	1
XIN_ENG_20010630.0056	2	1	1	1	1	1	1	1
AFP_ENG_19970309.0429	2	1	1	1	1	1	1	1
APW_ENG_20090806.1127	1	1	1	1	1	1	1	1
AFP_ENG_19951108.0116	2	1	1	1	1	1	1	1
AFP_ENG_20070424.0254	1	1	1	1	1	1	1	1
AFP_ENG_20070419.0350	1	1	1	1	1	1	1	1
XIN_ENG_20041119.0220	1	3	1	3	1	3	1	3
AFP_ENG_20070110.0555	1	1	1	1	1	1	1	1
APW_ENG_20050601.0204	1	1	1	1	1	1	1	1
XIN_ENG_19980201.0046	1	1	1	1	1	1	1	1
XIN_ENG_20071127.0338	1	1	1	1	1	1	1	1
XIN_ENG_20010625.0195	1	1	1	1	1	1	1	1
AFP_ENG_20060626.0338	3	3	3	3	3	3	3	3
APW_ENG_19960528.0584	1	1	1	1	1	1	1	1
AFP_ENG_19960424.0522	1	1	1	1	1	1	1	1
XIN_ENG_20090221.0033	1	1	1	1	1	1	1	1
AFP_ENG_19951129.0354	1	1	1	1	1	1	1	1
APW_ENG_20090826.0445	1	1	1	1	1	1	1	1
APW_ENG_20030511.0160	1	1	1	1	1	1	1	1
APW_ENG_20070803.1317	1	1	1	1	1	1	1	1
AFP_ENG_20070123.0095	1	1	2	1	1	1	1	1
APW_ENG_20050601.0299	1	1	1	1	1	1	1	1
XIN_ENG_19980202.0117	3	3	3	3	3	3	3	3
AFP_ENG_19970311.0281	1	1	1	1	1	1	1	1
XIN_ENG_20071121.0117	3	3	3	3	3	3	3	3
AFP_ENG_20070419.0401	1	1	1	1	1	1	1	1
XIN_ENG_20010626.0173	1	1	1	1	1	1	1	1
AFP_ENG_19951129.0375	1	1	1	1	1	1	1	1
APW_ENG_20070805.0671	1	1	1	1	1	1	1	1
APW_ENG_19980831.0815	1	1	1	1	1	1	1	1
APW_ENG_20030514.0658	1	1	1	1	1	1	1	1
AFP_ENG_20070111.0071	1	1	1	1	1	1	1	1
NYT_ENG_20100418.0125	2	1	2	1	2	1	2	1
XIN_ENG_19970409.0322	1	3	1	3	1	3	1	3
APW_ENG_20030511.0134	2	1	2	1	2	1	2	1
AFP_ENG_20070427.0036	1	1	1	1	1	1	1	1
XIN_ENG_20090219.0419	1	1	2	1	2	1	2	1
AFP_ENG_20081109.0445	1	1	1	1	1	1	1	1
XIN_ENG_20051129.0354	1	1	1	1	1	1	1	1
XIN_ENG_20090219.0425	2	2	2	2	2	2	2	2
AFP_ENG_19970305.0654	2	1	2	1	1	1	2	1
AFP_ENG_19951117.0334	1	1	1	1	1	1	1	1
XIN_ENG_20080409.0207	1	1	1	1	1	1	1	1
AFP_ENG_19951130.0210	2	1	1	1	1	1	1	1
XIN_ENG_20010627.0160	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0424	1	1	1	1	1	1	1	1
AFP_ENG_19951129.0435	2	1	1	1	2	1	2	1
APW_ENG_20050626.0021	1	1	1	1	1	1	1	1
XIN_ENG_19980224.0002	1	1	1	1	1	1	1	1
APW_ENG_20030514.0465	1	1	1	1	1	1	1	1
APW_ENG_20070806.0156	2	1	2	1	2	1	2	1
APW_ENG_20090804.0720	1	1	1	1	1	1	1	1
AFP_ENG_19951126.0070	1	1	1	1	2	1	1	1
APW_ENG_19970711.0596	3	3	3	3	3	3	3	3
XIN_ENG_20090211.0244	1	1	1	1	1	1	1	1
XIN_ENG_19980223.0081	1	1	1	1	1	1	1	1
XIN_ENG_19980212.0263	1	1	2	1	1	1	1	1
AFP_ENG_19970304.0109	1	1	1	1	1	1	1	1
APW_ENG_19970706.0039	1	1	1	1	1	1	1	1
XIN_ENG_19970401.0076	1	1	2	1	2	1	2	1
APW_ENG_20030514.0742	1	1	1	1	1	1	1	1
XIN_ENG_19980205.0010	1	1	1	1	1	1	1	1
AFP_ENG_20070417.0240	1	1	1	1	1	1	1	1
LTW_ENG_20060523.0009	1	1	1	1	2	1	1	1
XIN_ENG_20010630.0042	2	2	2	2	2	2	2	2
AFP_ENG_19970302.0151	1	1	1	1	1	1	1	1
CNA_ENG_20010312.0016	2	1	1	1	2	1	2	1
AFP_ENG_20060618.0122	2	1	1	1	1	1	1	1
APW_ENG_20070826.0367	1	1	1	1	1	1	1	1
AFP_ENG_19970312.0384	1	1	1	1	1	1	1	1
AFP_ENG_19970307.0414	1	1	1	1	1	1	1	1
AFP_ENG_19960424.0612	1	1	1	1	1	1	1	1
AFP_ENG_20070419.0517	1	1	1	1	1	1	1	1
XIN_ENG_19980205.0190	1	1	1	1	2	1	1	1
AFP_ENG_19960402.0421	1	1	2	1	1	1	1	1
XIN_ENG_19980213.0240	1	1	1	1	1	1	1	1
APW_ENG_19980824.0400	1	1	1	1	1	1	1	1
AFP_ENG_20070425.0170	1	1	1	1	1	1	1	1
AFP_ENG_19960430.0416	2	2	2	2	1	1	2	2
AFP_ENG_20081111.0243	2	1	2	1	2	1	2	1
APW_ENG_20050620.0409	1	1	2	1	2	1	2	1
NYT_ENG_20080802.0122	2	1	2	1	2	1	2	1
XIN_ENG_19970415.0047	1	1	1	1	2	1	1	1
APW_ENG_20050627.0290	1	1	1	1	1	1	1	1
AFP_ENG_20081106.0814	2	1	1	1	1	1	1	1
AFP_ENG_19951109.0329	1	1	1	1	1	1	1	1
AFP_ENG_20060619.0463	1	1	1	1	1	1	1	1
APW_ENG_20070809.0143	1	1	2	1	2	1	2	1
XIN_ENG_19980216.0116	3	3	3	3	3	3	3	3
